YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,LocationID,TopicID,QuestionID,StratificationCategoryID1
2017,PA,Pennsylvania,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,42,AST,AST5_1,RACE
2016,MD,Maryland,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,,Number,,,,Race/Ethnicity,American Indian or Alaska Native,,24,CVD,CVD1_3,RACE
2013,IN,Indiana,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as any diagnosis among Medicare-eligible persons aged >= 65 years,,Number,62028.0,,,Race/Ethnicity,"White, non-Hispanic",,18,COPD,COPD5_4,RACE
2019,OK,Oklahoma,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",Average Annual Crude Rate,19.2,18.6,19.8,Overall,Overall,,40,CAN,CAN7_2,OVERALL
2021,NJ,New Jersey,BRFSS,Mental Health,Recent mentally unhealthy days among adults aged >= 18 years,Number,Age-adjusted Mean,3.6,3.1,4.0,Race/Ethnicity,Hispanic,,34,MTH,MTH1_0,RACE
2010,NY,New York,SEDD; SID,Diabetes,Amputation of a lower extremity attributable to diabetes,"cases per 10,000",Crude Rate,6.73,6.39,7.07,Race/Ethnicity,"Black, non-Hispanic",,36,DIA,DIA4_0,RACE
2012,TN,Tennessee,NVSS,Alcohol,Chronic liver disease mortality,"cases per 100,000",Age-adjusted Rate,,,,Race/Ethnicity,Hispanic,,47,ALC,ALC6_0,RACE
2020,ID,Idaho,BRFSS,Tobacco,Current smokeless tobacco use among adults aged >= 18 years,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,16,TOB,TOB2_2,RACE
2016,AK,Alaska,SEDD; SID,Diabetes,Hospitalization with diabetes as a listed diagnosis,,Number,,,,Overall,Overall,,2,DIA,DIA9_0,OVERALL
2017,IA,Iowa,YRBSS,"Nutrition, Physical Activity, and Weight Status",Soda consumption among high school students,%,Crude Prevalence,,,,Race/Ethnicity,"Asian, non-Hispanic",,19,NPAW,NPAW12_2,RACE
2011,OK,Oklahoma,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Crude Prevalence,12.6,11.6,13.7,Overall,Overall,,40,COPD,COPD2_0_1,OVERALL
2015,TX,Texas,SEDD; SID,Cardiovascular Disease,Hospitalization for acute myocardial infarction,"cases per 10,000",Age-adjusted Rate,,,,Race/Ethnicity,"White, non-Hispanic",,48,CVD,CVD3_2,RACE
2011,IA,Iowa,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,61.4,49.7,71.9,Overall,Overall,,19,DIA,DIA11_2,OVERALL
2013,AK,Alaska,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",Average Annual Crude Rate,4.6,3.6,5.7,Race/Ethnicity,"White, non-Hispanic",,2,CAN,CAN6_1,RACE
2015,MT,Montana,BRFSS,Arthritis,Fair or poor health among adults aged >= 18 years with arthritis,%,Age-adjusted Prevalence,43.5,30.9,57.0,Race/Ethnicity,"Other, non-Hispanic",,30,ART,ART4_0,RACE
2019,MA,Massachusetts,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,38.2,36.8,39.8,Overall,Overall,,25,NPAW,NPAW3_1,OVERALL
2015,MT,Montana,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 18,%,Age-adjusted Prevalence,,,,Race/Ethnicity,Hispanic,,30,COPD,COPD2_0,RACE
2017,MT,Montana,SEDD; SID,Asthma,Hospitalizations for asthma,"cases per 10,000",Crude Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,30,AST,AST3_1,RACE
2016,NJ,New Jersey,SEDD; SID,Diabetes,Amputation of a lower extremity attributable to diabetes,"cases per 10,000",Crude Rate,2.49,2.25,2.72,Race/Ethnicity,Hispanic,,34,DIA,DIA4_0,RACE
2018,ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Crude Prevalence,70.5,52.6,83.7,Race/Ethnicity,Hispanic,,38,NPAW,NPAW2_1,RACE
2014,OR,Oregon,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease or stroke,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,41,CVD,CVD9_1,RACE
2016,TX,Texas,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",Age-adjusted Rate,41.4,40.3,42.4,Gender,Female,,48,CVD,CVD1_5,GENDER
2012,KY,Kentucky,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 18 with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,67.7,60.9,73.8,Gender,Male,,21,COPD,COPD4_0,GENDER
2013,DE,Delaware,Death Certificate,Cancer,"Cancer of the lung and bronchus, mortality",,Average Annual Number,82.0,,,Race/Ethnicity,"Black, non-Hispanic",,10,CAN,CAN8_2,RACE
2020,CO,Colorado,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,66.0,60.3,71.3,Race/Ethnicity,"Other, non-Hispanic",,8,OVC,OVC8_0,RACE
2014,FL,Florida,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of activity limitation among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Crude Prevalence,63.9,59.6,68.0,Overall,Overall,,12,COPD,COPD4_0_1,OVERALL
2020,NH,New Hampshire,NVSS,Cardiovascular Disease,Mortality from coronary heart disease,"cases per 100,000",Age-adjusted Rate,113.8,106.4,121.2,Gender,Male,,33,CVD,CVD1_3,GENDER
2018,MD,Maryland,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",Average Annual Crude Rate,3.5,2.9,4.3,Race/Ethnicity,Hispanic,,24,CAN,CAN7_2,RACE
2019,CT,Connecticut,Statewide central cancer registries,Cancer,"Invasive cancer (all sites combined), incidence","per 100,000",Average Annual Age-adjusted Rate,459.5,456.7,462.4,Overall,Overall,,9,CAN,CAN4_1,OVERALL
2015,NY,New York,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Crude Prevalence,2.7,1.5,4.7,Race/Ethnicity,"Other, non-Hispanic",,36,ALC,ALC5_1,RACE
2015,UT,Utah,CMS Part A Claims Data,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis among Medicare-eligible persons aged >= 65 years,,Number,348.0,,,Gender,Male,,49,COPD,COPD5_3,GENDER
2015,WA,Washington,Death Certificate,Cancer,"Invasive cancer (all sites combined), mortality","per 100,000",Average Annual Age-adjusted Rate,177.8,168.5,187.5,Race/Ethnicity,"Black, non-Hispanic",,53,CAN,CAN4_2,RACE
2016,IL,Illinois,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Crude Prevalence,24.9,20.9,29.5,Race/Ethnicity,"Black, non-Hispanic",,17,NPAW,NPAW3_1,RACE
2010,CA,California,SEDD; SID,Diabetes,Amputation of a lower extremity attributable to diabetes,"cases per 10,000",Crude Rate,2.64,2.55,2.73,Race/Ethnicity,"White, non-Hispanic",,6,DIA,DIA4_0,RACE
2019,LA,Louisiana,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Age-adjusted Prevalence,4.4,3.3,6.0,Race/Ethnicity,"Black, non-Hispanic",,22,CKD,CKD3_0,RACE
2017,RI,Rhode Island,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Age-adjusted Prevalence,40.4,28.1,54.0,Race/Ethnicity,"Multiracial, non-Hispanic",,44,IMM,IMM1_0,RACE
2017,TX,Texas,Death Certificate,Cancer,"Cancer of the female cervix, mortality","per 100,000",Average Annual Age-adjusted Rate,1.8,1.3,2.4,Race/Ethnicity,Asian or Pacific Islander,,48,CAN,CAN6_2,RACE
2011,KY,Kentucky,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,Hispanic,,21,DIA,DIA13_2,RACE
2013,MO,Missouri,BRFSS,Alcohol,Binge drinking intensity among adults aged >= 18 years who binge drink,Number,Age-adjusted Mean,5.5,5.1,5.8,Gender,Female,,29,ALC,ALC4_0,GENDER
2020,NE,Nebraska,BRFSS,Immunization,Influenza vaccination among noninstitutionalized adults aged >= 18 years,%,Crude Prevalence,47.0,45.2,48.8,Gender,Male,,31,IMM,IMM1_0,GENDER
2012,WY,Wyoming,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,Number,,,,Race/Ethnicity,"White, non-Hispanic",,56,DIA,DIA1_2,RACE
2012,DE,Delaware,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Crude Prevalence,,,,Overall,Overall,,10,OVC,OVC8_0,OVERALL
2015,NM,New Mexico,BRFSS,Alcohol,Heavy drinking among adults aged >= 18 years,%,Age-adjusted Prevalence,3.6,2.8,4.6,Gender,Female,,35,ALC,ALC5_1,GENDER
2017,CO,Colorado,BRFSS,Overarching Conditions,Recent activity limitation among adults aged >= 18 years,Number,Mean,2.1,1.3,2.8,Race/Ethnicity,"Other, non-Hispanic",,8,OVC,OVC7_2,RACE
2018,NJ,New Jersey,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of chronic obstructive pulmonary disease among adults >= 45 years,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,34,COPD,COPD2_0_1,RACE
2015,TN,Tennessee,Death Certificate,Cancer,"Cancer of the female breast, mortality","per 100,000",Average Annual Age-adjusted Rate,,,,Gender,Male,,47,CAN,CAN5_2,GENDER
2012,OK,Oklahoma,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,31.1,29.4,32.8,Race/Ethnicity,"White, non-Hispanic",,40,NPAW,NPAW1_1,RACE
2021,NE,Nebraska,BRFSS,Chronic Obstructive Pulmonary Disease,Prevalence of current smoking among adults >= 45 years with diagnosed chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,31,COPD,COPD3_0_1,RACE
2016,SD,South Dakota,NVSS,Asthma,Asthma mortality rate,,Number,,,,Race/Ethnicity,"Black, non-Hispanic",,46,AST,AST4_1,RACE
2012,AR,Arkansas,BRFSS,Chronic Kidney Disease,Prevalence of chronic kidney disease among adults aged >= 18 years,%,Crude Prevalence,2.1,1.5,2.8,Gender,Male,,5,CKD,CKD3_0,GENDER
2017,KY,Kentucky,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,%,Age-adjusted Prevalence,48.8,39.3,58.5,Gender,Male,,21,DIA,DIA7_0,GENDER
2016,AK,Alaska,BRFSS,Chronic Obstructive Pulmonary Disease,Influenza vaccination among noninstitutionalized adults aged >= 45 years with chronic obstructive pulmonary disease,%,Age-adjusted Prevalence,47.2,33.8,61.0,Gender,Female,,2,COPD,COPD7_0,GENDER
2018,LA,Louisiana,NVSS,Chronic Obstructive Pulmonary Disease,Mortality with chronic obstructive pulmonary disease as underlying cause among adults aged >= 45 years,,Number,1074.0,,,Gender,Male,,22,COPD,COPD1_1,GENDER
2013,TN,Tennessee,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,,Number,,,,Race/Ethnicity,American Indian or Alaska Native,,47,DIA,DIA1_2,RACE
2019,LA,Louisiana,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,19.8,18.2,21.4,Overall,Overall,,22,ALC,ALC2_2,OVERALL
2011,ME,Maine,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among women aged 18-44 years,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,23,NPAW,NPAW2_3,RACE
2014,OR,Oregon,NVSS,Asthma,Asthma mortality rate,,Number,77,,,Overall,Overall,,41,AST,AST4_1,OVERALL
2015,NV,Nevada,Death Certificate,Cancer,"Melanoma, mortality","per 100,000",Average Annual Age-adjusted Rate,,,,Race/Ethnicity,"Black, non-Hispanic",,32,CAN,CAN9_2,RACE
2019,ID,Idaho,AEDS,Alcohol,Per capita alcohol consumption among persons aged >= 14 years,gallons,Per capita alcohol consumption,2,,,Overall,Overall,,16,ALC,ALC7_0,OVERALL
2016,AR,Arkansas,SEDD; SID,Asthma,Emergency department visit rate for asthma,,Number,5475,,,Race/Ethnicity,"Black, non-Hispanic",,5,AST,AST2_1,RACE
2012,SC,South Carolina,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Crude Prevalence,,,,Race/Ethnicity,Hispanic,,45,AST,AST5_1,RACE
2013,IN,Indiana,Death Certificate,Cancer,"Cancer of the prostate, mortality","per 100,000",Average Annual Crude Rate,19.2,18.4,19.9,Race/Ethnicity,"White, non-Hispanic",,18,CAN,CAN11_2,RACE
2013,OH,Ohio,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality",,Average Annual Number,241,,,Gender,Male,,39,CAN,CAN10_2,GENDER
2011,TN,Tennessee,NVSS,Alcohol,Chronic liver disease mortality,,Number,775,,,Overall,Overall,,47,ALC,ALC6_0,OVERALL
2014,MS,Mississippi,BRFSS,"Nutrition, Physical Activity, and Weight Status",Overweight or obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,28,NPAW,NPAW2_1,RACE
2020,ID,Idaho,NVSS,Diabetes,Mortality with diabetic ketoacidosis reported as any listed cause of death,Number,Number,22.0,,,Gender,Female,,16,DIA,DIA1_2,GENDER
2014,MN,Minnesota,NVSS,Cardiovascular Disease,Mortality from heart failure,"cases per 100,000",Crude Rate,101.0,97.2,104.8,Gender,Male,,27,CVD,CVD1_4,GENDER
2020,GA,Georgia,CMS Part A Claims Data,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,Number,6742.0,,,Race/Ethnicity,"Black, non-Hispanic",,13,CVD,CVD2_0,RACE
2018,FL,Florida,NVSS,Cardiovascular Disease,Mortality from cerebrovascular disease (stroke),"cases per 100,000",Age-adjusted Rate,39.5,38.5,40.4,Gender,Female,,12,CVD,CVD1_5,GENDER
2013,NJ,New Jersey,Death Certificate,Cancer,"Melanoma, mortality","per 100,000",Average Annual Crude Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,34,CAN,CAN9_2,RACE
2021,OR,Oregon,BRFSS,Cardiovascular Disease,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with a history of coronary heart disease,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Black, non-Hispanic",,41,CVD,CVD10_1,RACE
2012,GU,Guam,BRFSS,Asthma,Current asthma prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,9.5,7.0,12.8,Gender,Female,,66,AST,AST1_1,GENDER
2014,VT,Vermont,NVSS,Cardiovascular Disease,Mortality from diseases of the heart,,Number,,,,Race/Ethnicity,Asian or Pacific Islander,,50,CVD,CVD1_2,RACE
2018,WY,Wyoming,SEDD; SID,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,,Number,,,,Race/Ethnicity,"White, non-Hispanic",,56,COPD,COPD5_1,RACE
2013,IL,Illinois,YRBSS,"Nutrition, Physical Activity, and Weight Status",Meeting aerobic physical activity guidelines among high school students,%,Crude Prevalence,19.3,16.6,22.4,Gender,Female,,17,NPAW,NPAW11_4,GENDER
2017,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the oral cavity or pharynx, incidence",,Average Annual Number,329,,,Race/Ethnicity,"White, non-Hispanic",,54,CAN,CAN10_1,RACE
2011,NC,North Carolina,BRFSS,"Nutrition, Physical Activity, and Weight Status",Healthy weight among adults aged >= 18 years,%,Age-adjusted Prevalence,37.1,35.3,39.0,Race/Ethnicity,"White, non-Hispanic",,37,NPAW,NPAW3_1,RACE
2015,NJ,New Jersey,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years who smoke,%,Crude Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,34,TOB,TOB11_2,RACE
2019,ND,North Dakota,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Age-adjusted Prevalence,26.2,24.4,28.2,Race/Ethnicity,"White, non-Hispanic",,38,NPAW,NPAW10_0,RACE
2013,ND,North Dakota,YRBSS,"Nutrition, Physical Activity, and Weight Status",Soda consumption among high school students,%,Crude Prevalence,25.8,19.7,33.0,Race/Ethnicity,American Indian or Alaska Native,,38,NPAW,NPAW12_2,RACE
2012,MI,Michigan,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Age-adjusted Prevalence,,,,Race/Ethnicity,"Other, non-Hispanic",,26,DIA,DIA13_2,RACE
2015,FL,Florida,BRFSS,"Nutrition, Physical Activity, and Weight Status",No leisure-time physical activity among adults aged >= 18 years,%,Crude Prevalence,26.9,25.2,28.8,Gender,Female,,12,NPAW,NPAW10_0,GENDER
2014,WI,Wisconsin,NVSS,Overarching Conditions,Premature mortality among adults aged 45-64 years,,Number,143,,,Race/Ethnicity,American Indian or Alaska Native,,55,OVC,OVC5_0,RACE
2019,PA,Pennsylvania,BRFSS,Asthma,Influenza vaccination among noninstitutionalized adults aged 18-64 years with asthma,%,Age-adjusted Prevalence,53.8,48.0,59.6,Overall,Overall,,42,AST,AST5_1,OVERALL
2016,IL,Illinois,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,%,Age-adjusted Prevalence,15.4,13.7,17.4,Gender,Female,,17,ALC,ALC2_2,GENDER
2013,MT,Montana,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,"cases per 1,000",Crude Rate,5.54,3.37,7.7,Race/Ethnicity,American Indian or Alaska Native,,30,OLD,OLD1_0,RACE
2015,OR,Oregon,Statewide central cancer registries,Cancer,"Invasive cancer of the female breast, incidence",,Average Annual Number,119.0,,,Race/Ethnicity,Hispanic,,41,CAN,CAN5_1,RACE
2021,NE,Nebraska,BRFSS,Asthma,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with asthma,%,Crude Prevalence,86.6,82.0,90.2,Race/Ethnicity,"White, non-Hispanic",,31,AST,AST6_2,RACE
2020,OR,Oregon,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,28.3,26.8,29.8,Overall,Overall,,41,NPAW,NPAW1_1,OVERALL
2020,WA,Washington,CMS Part A Claims Data,Cardiovascular Disease,Hospitalization for heart failure among Medicare-eligible persons aged >= 65 years,,Number,5896.0,,,Gender,Male,,53,CVD,CVD2_0,GENDER
2013,MT,Montana,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",Average Annual Age-adjusted Rate,5.6,4.7,6.7,Race/Ethnicity,"White, non-Hispanic",,30,CAN,CAN6_1,RACE
2016,WV,West Virginia,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",Average Annual Crude Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,54,CAN,CAN6_1,RACE
2016,DC,District of Columbia,SEDD; SID,Chronic Obstructive Pulmonary Disease,Hospitalization for chronic obstructive pulmonary disease as first-listed diagnosis,"cases per 10,000",Crude Rate,,,,Race/Ethnicity,Asian or Pacific Islander,,11,COPD,COPD5_1,RACE
2019,HI,Hawaii,Death Certificate,Cancer,"Cancer of the oral cavity and pharynx, mortality","per 100,000",Average Annual Age-adjusted Rate,,,,Race/Ethnicity,Hispanic,,15,CAN,CAN10_2,RACE
2012,RI,Rhode Island,Statewide central cancer registries,Cancer,"Invasive cancer of the cervix, incidence","per 100,000",Average Annual Crude Rate,6.7,5.7,7.7,Overall,Overall,,44,CAN,CAN6_1,OVERALL
2013,PR,Puerto Rico,BRFSS,Cardiovascular Disease,Influenza vaccination among noninstitutionalized adults aged >= 65 years with a history of coronary heart disease or stroke,%,Crude Prevalence,,,,Race/Ethnicity,"Multiracial, non-Hispanic",,72,CVD,CVD9_2,RACE
2019,NH,New Hampshire,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,%,Crude Prevalence,80.7,75.0,85.3,Overall,Overall,,33,DIA,DIA13_2,OVERALL
2016,MT,Montana,Death Certificate,Cancer,"Cancer of the colon and rectum (colorectal), mortality","per 100,000",Average Annual Crude Rate,19.5,17.9,21.3,Gender,Male,,30,CAN,CAN7_2,GENDER
2011,GU,Guam,BRFSS,Tobacco,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years who smoke,%,Crude Prevalence,14.8,10.4,20.7,Race/Ethnicity,"Other, non-Hispanic",,66,TOB,TOB11_1,RACE
2012,MI,Michigan,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,%,Crude Prevalence,10.5,9.7,11.2,Overall,Overall,,26,DIA,DIA2_1,OVERALL
2013,CT,Connecticut,CMS Part A Claims Data,Older Adults,Hospitalization for hip fracture among Medicare-eligible persons aged >= 65 years,,Number,76,,,Race/Ethnicity,"Black, non-Hispanic",,9,OLD,OLD1_0,RACE
